,0,1,2
0,3.9522527616164935,6.202586497681873,7.156280085431543
1,3.7246538711124972,4.513703874636002,5.375344450357578
2,6.958305109371609,3.9016197589443276,3.2680319312319916
3,7.602193101210117,13.27640426758716,6.620315884421996
4,3.8471652136013565,13.786393061794659,3.8774859944144473
5,5.156787656349208,12.386475231025782,3.907865137961049
6,4.244913398165348,9.851738437648066,6.291726557752555
7,2.0252760039004967,7.445260177568479,6.014521591160366
8,1.793082330982215,5.645523825794735,3.9547313392958094
9,3.2273537735718314,3.9657485833760533,1.9270628316922644
10,2.2075198032617234,3.586675692637808,2.9980613695664906
11,1.250808566840469,3.3736320937830566,1.3466869340562575
12,1.0194734324073054,2.5827193616106534,-0.8894840141675148
13,0.4221545481949114,2.7176101382350226,-1.0242475665685864
14,0.1218918956848495,2.7911956352202623,-0.8396595323053148
15,0.00317842498263194,3.377952320311305,-0.7395835519818674
16,0.228039043833448,3.2339613353936687,-0.7632674015092726
17,-0.36677797986893246,2.3611394712843237,-0.38617201709136684
18,0.41030001518911763,2.105020420774593,-0.5001824420643985
19,0.6170660481884528,1.9429811866643887,-0.4711902065091127
20,0.5080431529958864,2.4633648568856517,-0.3318710033186183
21,0.19134684975082755,1.210793629384986,-0.07696925683967477
22,0.2078760538884618,1.5884289546995178,-0.15314286495743085
23,0.4684049181689492,1.580550529304698,0.15687373812670616
24,0.572352829056623,1.2459309820018893,0.18442399339138263
25,0.46591895143646833,1.4155290671226997,-0.04289454569244632
26,0.36139685642814234,1.28603060420166,-0.0983682786229906
27,0.36526411260829394,0.8812702216310222,0.0008427162328526504
28,0.3253642596168396,0.80066351355713,0.11039171052814324
29,0.03698025236685581,0.9657165346459312,0.08158094308930747
30,0.2165590811803029,1.0124223964962613,-0.15081853017364133
31,0.22316114706600462,1.160527143420874,0.017984759677971966
32,0.2249658840638817,1.0633705897102308,0.14332667302255264
33,0.07715205565061597,1.0653871700062363,0.1157667980784008
34,0.2372085109998806,0.8766208492000542,0.027587413621837982
35,0.19333390845539483,0.746838168583267,-0.1748328347605681
36,0.4271473300784155,0.9665791438541069,-0.06892847476322254
37,0.27517507412696374,0.8306154092475088,-0.22923776683841413
38,0.06621387847586395,0.697211096305241,-0.04509193459514066
39,-0.10708500663299114,0.5893150674774508,-0.17181006024359588
40,-0.05241441154542484,0.41765267163932834,-0.3226424260378517
41,0.04776566674343104,0.4506249930378239,-0.2729291192285668
42,-0.016966432998797815,0.3238065048377443,-0.12418080212943326
43,0.017755092381945278,0.16121222234387858,0.04711771460358857
44,-0.055656107310260584,0.2406886273053897,0.08375587475307554
45,-0.02001565481376077,0.43147845661094747,0.0923461063184022
46,0.09767029341630128,0.30897894806647175,0.13026320759470866
47,0.006843226898344527,0.2024957259657847,0.07027886606355495
48,0.04366170617904432,0.17190824467419547,-0.034097844667383255
49,0.22783935619320403,0.16897408314731585,-0.08378661419011503
50,0.033578735387274516,0.14604354467082045,-0.46124069776370336
51,-0.10172837986744948,0.2672817868326351,-0.3586265991766586
52,-0.00044248604466009406,0.09338572357503304,-0.2894867803487299
53,-0.10754485804394244,0.246293591421758,-0.07772205872827526
54,-0.15756336347030986,0.26050551363695296,0.08010885449522631
55,-0.13015820836907357,0.16171408082051728,0.31928736528039886
56,0.0006925070030371325,0.24502082128144517,0.20062568529620237
57,-0.000448846667824279,0.10183399278928162,0.3183682649874632
58,-0.08906156787774835,0.15210150965439026,0.31859089783727246
59,0.032989878906725355,0.11705913307537555,0.21083970637195573
60,0.0016488080676214142,0.07621026222817086,0.07606739922885472
61,0.023251969600964435,-0.1107369303170281,0.023667371549484645
62,0.001113397684699545,-0.09442855059374541,-0.04996411668978549
63,-0.03669698849244072,-0.13454162236025802,-0.06857875562910476
64,0.002369887966140037,-0.19232417671850333,-0.06785881156840573
65,0.07312255269806849,-0.12034658979743208,-0.16785308015415598
66,0.3082821817467441,-0.1604004807947448,-0.14022451641287767
67,0.05581099016187077,-0.10211199796795485,-0.05278666739994267
68,0.056961813997204416,-0.054198491810453275,0.025515452268233457
69,-0.0017381470524721746,-0.003345852792679715,0.01116082310962659
70,-0.0033367521319627182,-0.15535600094579816,-0.06772634002778866
71,-0.03856410581350446,-0.13950506578247934,0.01606170396971966
72,0.009542344132238676,-0.22436759729866762,0.032345732468468925
73,0.08934446333406426,-0.23964836737194098,-0.005308115782753744
74,0.08194669398658366,-0.393942103634695,-0.07400924008577998
75,-0.019674208671748728,-0.4639198818388328,-0.08235796845424138
76,-0.1072232126575849,-0.4631324637213506,-0.09464586991944864
77,-0.10666977497496621,-0.22646867986379718,-0.15879463675707914
78,-0.07790569343359992,-0.21834157284503586,-0.16294589903187665
79,-0.06419132799699963,-0.17762791081535564,-0.12759703904238165
80,-0.07158038669861522,-0.2605901577942775,-0.12661787339029182
81,-0.09816670873880588,-0.1948415106426559,-0.09295451912083368
82,-0.1694104895751726,-0.22301334812871548,-0.09705828606398716
83,-0.22488141368405715,-0.14735773298219518,-0.12363551162431595
84,-0.2363497464601951,-0.11612241211113293,-0.22888361241348348
85,-0.2298889713474048,-0.09830786511051436,-0.2848829233694469
86,-0.2132394547687794,-0.09492666280281661,-0.2421197768893139
87,-0.22695508312891863,-0.07342594771280185,-0.25704612108713326
88,-0.24299874016478232,-0.029814174945623113,-0.26594067402573174
89,-0.3064564392530839,-0.0676173699885139,-0.32834308674044477
90,-0.3008604389849647,-0.0805109631173883,-0.3081638679097924
91,-0.32269405746286967,-0.17562511986039983,-0.24187770265672282
92,-0.263961624535029,-0.18637100307868934,-0.34042267666007814
93,-0.2537842776406491,-0.18057398960782942,-0.4169417316770091
94,-0.2579661234733525,-0.19279514874671166,-0.3639475720602228
95,-0.24640899332145239,-0.20933959350125642,-0.3395132449571401
96,-0.23620990389589297,-0.2896772592188482,-0.32620526862903165
97,-0.2708177786539748,-0.2590717047874706,-0.3224304129564641
98,-0.2927711788124167,-0.2582339181593023,-0.3093483599962788
99,-0.27598117164447306,-0.2527207889813745,-0.3801921801045274
100,-0.2684925980141492,-0.23512039649415156,-0.3656895499725483
101,-0.2936071583817342,-0.21137546118841596,-0.381850125203558
102,-0.28026714255215696,-0.2479500479734654,-0.3991576413094539
103,-0.280423067441081,-0.2990501899038609,-0.31730403847306665
104,-0.26337106856831827,-0.3740257594132102,-0.3774350551389795
105,-0.2644743151495154,-0.36016379705016,-0.30730249140849425
106,-0.27982743651283387,-0.32712245462440376,-0.2985975828175315
107,-0.2758789666568057,-0.3121652382740315,-0.2955914780516236
108,-0.2567007464389334,-0.3041100421649561,-0.2721539187105041
109,-0.2533880246765048,-0.3087163695635313,-0.26899456839315566
110,-0.2974140919866747,-0.3037131850310577,-0.2768573548613477
111,-0.3034846702711253,-0.31107659213743927,-0.22784457585590856
112,-0.27965923335916226,-0.29040846554139865,-0.2584830060801151
