,0,1,2
0,-160.59541775206495,-183.2492223511892,-185.47664138342878
1,-53.81884263104634,-95.09901747268297,-109.49818358985792
2,-620.8420167313761,-143.61282126971201,-134.00934524584326
3,-615.6326900881515,-486.4367525180364,-324.16853794020994
4,-61.56527459486745,-430.1120588174944,-88.18199343616448
5,-411.6715176919749,-420.90084186019214,-286.84792687786603
6,-241.0991127982439,-344.89824685628,-513.8068914028586
7,-50.73324179969953,-237.94488840484834,-340.04024902030784
8,-401.611831722888,-241.4745628842373,-359.9731242009973
9,-501.9819431473584,-139.59929922113872,-363.3123669318272
10,-313.6259098405333,-117.69242286792172,-664.276843106939
11,-112.69832934816641,-161.85827346022123,-400.2073776482189
12,-210.42785720864015,-121.39899247573607,199.0920384699001
13,-80.07447839485485,-186.95965351252892,-139.04986090867476
14,-164.4471962122583,-155.96644786211084,7.134813711770846
15,-66.41813479141454,-430.26824519763267,-102.4562684499235
16,-71.77157688620099,-104.55750001427639,-66.06072934098492
17,-52.61564012300997,-162.4388045978052,-229.65097528712263
18,-476.750048751997,-136.11912178947796,-132.3705749001125
19,-337.3283589187961,-264.08438248200855,-37.10706657425419
20,-271.85583450730064,-208.52370547209657,-14.130000249217176
21,-281.8179120325865,-107.62132886425621,-172.06726877913331
22,-101.72292569789073,-411.9488209763116,-57.550842984840486
23,-479.0246167450126,-213.4586834216414,-257.53150395758524
24,-492.5314860633179,-258.09832340428795,-147.64556487495338
25,-267.4934429093115,-178.78229940479594,-114.39190740613829
26,-204.04544164246397,-142.47414778318245,-137.61613459544907
27,-218.14706436130746,-74.9604884513517,-175.95748771835895
28,-28.633583704439175,-130.59716476961592,-355.6853156185115
29,-42.66998992012985,-259.6820340320503,-136.6488540616954
30,-173.63958789375653,-264.3417797066189,-113.0472795219899
31,-116.87778698645455,-328.46660754662344,-269.5758255471744
32,-259.27512984063924,-296.17417594177925,-324.96313642380244
33,34.81249413752357,-286.9464138793629,-222.40602194664564
34,-254.1274836755227,-149.70763229319806,-123.89576079702785
35,-216.1936887318531,-292.0605854562515,-42.956566049368796
36,-226.35125036708536,-418.43675967000524,-162.7490780179826
37,-36.77375334617243,-407.03900813784907,-98.77969195979324
38,-12.406652309655087,-256.7677976316403,-136.3910700531599
39,9.475320285199018,-513.6929951948316,-10.358253004581073
40,-81.66376970910696,-491.21370523276835,-37.18248615186248
41,-173.72998990693054,-210.3785725944402,-91.87553065214055
42,-21.742178814948772,-210.79212985180803,-318.7860124062252
43,-83.55343475767697,-71.54221301095879,-337.4262073009512
44,-141.89210796741526,-285.8515378404359,-177.9003582254105
45,-117.35322500234417,-329.94732387757756,-376.5711301277594
46,-324.3876560088901,-64.348180597764,-331.4989927254277
47,-101.76407655739027,-211.51060420654102,-209.7651026053306
48,-177.05206752178276,-90.66960990361488,-187.04068202234936
49,-485.65074504558294,-182.99127119338155,-177.47471441291117
50,-179.70061005605325,-136.3002004505604,123.33021219579852
51,-27.264468033057142,-157.75625213977668,-439.62361435636194
52,-294.2582849620113,-122.42966761722147,-231.25901853729806
53,-9.633610128201198,-206.62194496746872,-389.2482465136907
54,-94.5330210292949,-124.58423153258457,-568.8412001075758
55,-126.92908069306542,-326.2629750711018,-675.0985224330657
56,-309.8567023513028,-157.94509520730378,-424.4294174834241
57,-139.03595783932798,-247.6442772401379,-677.0525271338239
58,-51.361864611047665,-114.16205909935402,-609.6935864423779
59,-358.43720534935744,-140.3127306052391,-477.4138723288509
60,-104.86890514152945,-273.3371727646644,-262.12549696489776
61,-257.58397474025855,10.064796398084908,-355.2903585082372
62,-114.45102288852421,-153.5056905816639,-326.3781068434394
63,10.25402038221948,-180.07397346524309,-293.76968078345266
64,-150.16321489243978,-121.5499652267977,-266.92998065707206
65,-477.30216763804407,-180.83786675040955,-173.13181907309306
66,-469.3812605682641,-21.50768098568956,-135.7159854350287
67,-228.8366617408955,-178.8191644477709,-366.6193878382258
68,-39.802884296794375,-295.32460603957935,-321.87422086821005
69,-18.831466692756038,-114.09493650829276,-191.2544501471006
70,-35.34066607522989,-5.034331210611896,-189.87060642498696
71,-106.03075525441108,-124.29563479352606,-297.9347292842717
72,-192.69612717483474,-33.963591886456726,-165.29842395212296
73,-290.59595410358236,-22.012254146585903,-230.45019004424233
74,-169.75295872350827,258.5207604589092,-116.73746060786675
75,-74.88752580776257,-65.34591710744792,-150.67153846637578
76,-14.06717157719173,-64.81237646758893,-31.991201855709903
77,-158.3013458674863,-191.20295015856362,-24.81105422478379
78,-189.60378805302435,-68.19451676588571,-170.04909018639626
79,-209.4456037572717,-87.92567847290697,13.180733852526572
80,-141.94869317649716,-20.626426367502205,-75.16378239249559
81,-176.123259237022,-111.30332162513645,-176.61511486244802
82,131.3958117727727,-153.40968658952738,-188.31756565644963
83,-49.746315252162745,-228.88444897936523,-25.830520657188927
84,-120.62122822938365,-129.61034418850704,-50.35157024827659
85,-4.459274540751609,-204.47732761280116,130.93251240464707
86,-46.091547714753645,-249.78580453969673,-141.70821701540632
87,-59.98985497276092,-188.3207586281381,-1.7086711065636422
88,177.33788922474923,-112.73235218783672,-13.195773912416172
89,11.058115602035816,-200.6708541810631,207.5944390099015
90,-50.877360586138586,-77.17774730359574,-101.6470343097593
91,200.11501005674847,-117.78356268206409,-145.68733012292327
92,-50.29979143739173,-133.95074611576948,234.2231737533751
93,-13.531511890063815,-133.53177280022894,-158.95435162096908
94,-21.630014751030988,3.418320736192129,-58.54836074031054
95,-117.91367577502574,-81.43157609026356,-106.27180900546524
96,-32.99174848904789,43.07901659811883,-38.72088774107383
97,193.1952128261263,-56.25791299136367,-172.4072808588479
98,87.36669783991844,-20.98453343677285,17.64634992728908
99,-100.08616539832168,-25.237033440903645,144.9309680454432
100,198.69289790431225,-160.73062374767926,69.96268841565832
101,-85.40579891987406,-20.168673401114432,215.93188996330096
102,-115.16506788484021,-15.461430856793783,-31.57669522023005
103,-11.052137082761519,296.3086642596567,133.58672741051427
104,-51.1931457817454,-3.9311546771629935,-9.544687204031561
105,-107.45294214891452,178.73532802932365,-42.526847873053775
106,-83.21066545246569,-159.51220037094123,-90.24549658738106
107,-123.190039830467,-39.68541559302972,122.99708234816245
108,5.305477799299248,-121.51476362088258,19.423166257408674
109,163.1840765042222,-60.48055012338045,36.74552489071003
110,-16.670771172866168,-54.40699470105435,-9.155461042915874
111,5.901872061027931,-84.08855013608695,-28.14003558940138
112,30.146862844740475,-108.13701814094841,-32.03429134711635
113,72.6860052736203,-41.8771108376084,183.136772960771
114,142.8980743470974,-6.157602108133892,296.00298270660176
115,-64.23161024728175,7.70950000170528,115.63812175263703
116,43.13297666033439,21.408325060061603,-164.41431652206472
117,76.75988931847225,-70.63005586487436,149.0749010287773
118,198.48149481215745,123.00988406481595,21.15113475339099
119,236.5131548300006,76.42053748379301,80.8603079501357
120,131.25062794297685,71.53634983868892,138.31440416017136
121,158.34131112105717,3.8496291037876347,294.2296516377199
122,-63.96534500713478,2.6874189022503714,77.2334383138232
123,125.00216776037568,208.26663176757316,212.5598864637376
124,275.74967572930575,-242.7978318769739,199.8089097804836
125,224.4862422917666,101.02630543084447,201.833840615488
126,-33.92837949541871,-50.44407990084904,203.75950355919045
127,29.076251202500572,87.78735806544853,120.39244713019163
128,16.788782492763644,182.91991121872357,33.577870805077694
129,-81.26876124211458,109.89072926120774,-18.503843757120023
130,-66.23224918561685,-77.87243581156284,29.133921023537937
131,-71.84233822623959,-57.10634849560691,-13.62755280345128
132,-17.61014890228806,271.2145704304442,205.57972762727968
133,188.47351192406293,16.286965569355914,245.68273620771706
134,211.2723232787302,-7.462162044258733,-4.679345370866741
135,123.88766609107007,-25.2036028035714,104.61442600565574
136,-81.65347490313745,27.99839543793982,223.04470502204222
137,-22.653597571830844,46.42870890573505,144.642501063592
138,-27.410205499382716,-47.65907726813954,109.72048763633505
139,-125.06120198257123,-77.897337289606,238.1435206834328
140,-50.62886399218831,-81.74167080468499,102.85953859296013
141,-44.47041845565266,-6.076651339007468,-42.2038777032335
142,11.305050058703475,122.21840221321983,-22.24462628806742
143,-62.15022016931954,25.75132515879438,13.67707607011401
144,-39.093006560633434,99.82660004987315,-31.5104819170468
145,23.531108440255494,63.39881482375361,213.02621871816555
146,29.270937105840652,190.90614646040234,240.18499495676593
147,245.85502935899854,272.5537600561321,262.71488321305725
148,181.14456203713064,27.146183162870287,222.40458599052823
149,239.4186037844584,23.785156879343916,266.5241213841518
150,111.21206605869742,27.31990981102679,284.00642264853855
151,130.56486950419801,-57.22079585125387,60.27974812443432
152,120.28185148893543,238.01057169101063,121.19509552710288
153,83.30629184760812,28.23985339475584,241.3162085609117
154,263.49187556111076,229.31856292014268,225.97277931325362
155,-38.37471541880609,212.63366867386281,143.76577400346355
156,25.863410897338298,71.48309992378472,258.40503413538875
157,1.4350817091132058,217.62007183055798,284.1823483345868
158,234.89963593579628,251.4951556619756,9.067719661919085
159,32.23469453343415,15.577981017746396,257.0589727082587
160,-101.08709572628393,-21.543382797646302,139.78598632341516
161,14.716180816401007,255.8194618348498,220.77373221832136
162,37.45350222149125,262.4619246337554,242.53242832427856
163,-54.355411685638686,-34.918984645814405,43.916916618273774
164,-3.0942179479050083,-31.002204509307177,251.13546340483217
165,10.507044797062832,52.44741696312775,237.26609162028902
166,25.082422614324443,249.4168158046383,236.9395060540653
167,-21.657412200569212,200.13625174099536,299.89976425617783
168,-0.3372287666725242,-54.296230867802024,48.80532344054902
169,9.510453311479637,-39.346150542408225,217.39686822954872
170,-65.82206660675244,223.09759415826068,-3.3029976687188594
171,-113.05075071518003,171.0883179508171,133.95598244564337
172,234.09029341814428,135.84943729809967,273.61743459477947
173,241.1381582414993,-58.99008896699671,160.85546245464252
174,224.5908894389662,220.6621035595702,171.66966515852062
175,190.43291974827372,-27.12483948597699,249.45233056639873
176,38.71061177407272,-37.02435711502882,223.45186304390108
177,-23.001553171389673,173.6827272207471,227.61953423160253
178,182.2414094016251,-60.45486619757654,213.85617362685636
179,152.0415643977451,150.1885536774627,-23.655928854735606
180,-52.58773003198205,46.1651145228571,11.778599134700158
181,107.20635844151482,-26.218992293493983,2.464200166735708
182,-73.99535976271598,227.35473268130204,17.614998845307696
183,191.49983956022598,279.8932620394887,-66.12282280747735
184,224.50341368902224,252.75706623365443,-23.309047908643123
185,-21.659985479276216,-64.95384049913628,-89.18386257803931
186,256.9322805682733,231.57967195603942,1.401268787753878
187,237.93646430488866,-88.5031927883752,-56.14534191657539
188,-36.106816790204505,-48.062696646559985,-39.29058571438857
189,225.1743047318106,-31.35136370920236,-73.20944217941198
190,230.1597130339104,52.46579112130402,-1.324949416572224
191,-40.59410743545375,-23.379906412636657,-23.763472730992873
192,47.040672876945905,208.3439364287592,-49.302190637584886
193,236.40015740271028,-25.699159371446285,186.827712123654
194,262.50938563177,269.8061227579691,-20.3589542013935
195,243.81193829410444,231.7432374516739,219.02041448155626
196,225.64077345427324,12.046154629575682,232.65135064074573
197,246.609763813322,-38.17061360145874,124.04729586761528
198,209.82982904892327,-56.46276823993976,-31.877920685457198
199,201.16563969826277,-12.614977165221802,10.558908056385775
200,233.01921850543556,59.29755360946413,228.29362259253955
201,236.53754121807583,152.61046987420116,216.13899178620704
202,209.97212110361173,230.7141020273704,12.138768930430487
203,16.007410320778718,-37.40373678335992,10.665863726301907
204,-30.808216688019627,200.24011944267335,204.18651214755093
205,221.15510844311225,247.81251451493551,160.0780559350398
206,225.03727964218442,226.2442959382389,147.6757179011895
207,228.28968539238755,187.43929961393764,128.82193955778888
208,259.37902336956904,212.8336748510044,198.70938142287548
209,198.38510356129402,106.32723235610304,90.17735612947433
210,204.98722804936233,144.95768975057456,230.82132346998904
211,46.68865723377726,229.13096939564278,214.58729987211538
212,219.46174880628772,238.1429268098361,252.40950443808416
